source_code,source_display,translated_text,back_sim,cand1_code,cand1_label,cand1_score,cand2_code,cand2_label,cand2_score,cand3_code,cand3_label,cand3_score,cand4_code,cand4_label,cand4_score,cand5_code,cand5_label,cand5_score,suggested_relationship,final_score,curator_id,comment
2082,2083,2083.Gasous migraine,97.86,8A80,Migraine,85.67,AB31.1,Migraine related vestibulopathy,69.19,8A80.3,Complications related to migraine,69.02,8A80.10,Acute hemiplegic migraine with aura,68.87,8A80.0,Common migraine,66.53,review,55.68,,
2083,2084,2084. vaporous migraine,100.0,8A80,Migraine,83.35,8A80.3,Complications related to migraine,68.97,8A80.10,Acute hemiplegic migraine with aura,67.86,8A80.0,Common migraine,66.55,8A80.2,Chronic migraine,65.2,review,53.36,,
2090,2091,2091.Epilepsy due to accumulation of gases in the brain,98.01,8A60.9,"Epilepsy due to disorders of cortical development encompassing a wide range of etiologies, with effects that depend on the stage of brain development. Seizure types usually reflect the topology of the malformation.",73.11,8A60.0,"Epilepsy occurring in relation to a distinct structural or metabolic condition or disease that has been demonstrated to be associated with a substantially increased risk of developing epilepsy, with the insult occurring before birth [prenatal] or between 22 weeks of gestation and 7 days after birth. Onset of epilepsy may be in infancy, childhood, or adulthood.",68.49,8A60.2,"Epilepsy in relation to a degenerative brain disorder known to be associated with seizures, such as certain neuronal storage disorders (e.g. adult neuronal ceroid lipofuscinosis), and certain mitochondrial disorders.",68.04,,,,,,,related-to,73.11,,
2100,2101,2101. general paralysis,100.0,KA44.10,Erb paralysis,81.9,MB24.D,Leaden paralysis,70.82,8C74.10,familial hypokalaemic periodic paralysis,70.48,KA44.11,Klumpke paralysis due to avulsion,70.37,8C74.11,sodium-responsive periodic paralysis,69.68,review,56.42,,
2103,2104,2104. spasm due to gases,100.0,MB47.3,spasm,90.28,8B88.2,Bell spasm,74.21,DB72.0,Anal spasm,71.99,CA0H.4,Glottic spasm,69.4,9C83.1,Spasm of conjugate gaze,59.58,review,54.77,,
2107,2108,2108. cold-induced headache without involvement of matter /,100.0,4A84.31,Cold-induced anaphylaxis,72.86,,,,,,,,,,,,,related-to,72.86,,
2125,2126,2126.sanguineous numbness,100.0,SC62,Numbness disorder (TM1),53.79,,,,,,,,,,,,,review,53.79,,
2125,2126,2126.sanguineous numbness,100.0,SC62,Numbness disorder (TM1),53.79,,,,,,,,,,,,,review,53.79,,
2126,2127,2127. bilious numbness,100.0,SC62,Numbness disorder (TM1),53.52,KD3C.0,Bilious vomiting of newborn,50.59,,,,,,,,,,review,53.52,,
2126,2127,2127. bilious numbness,100.0,SC62,Numbness disorder (TM1),53.52,KD3C.0,Bilious vomiting of newborn,50.59,,,,,,,,,,review,53.52,,
2127,2128,2128. phlegmatic numbness,100.0,SC62,Numbness disorder (TM1),51.96,,,,,,,,,,,,,review,51.96,,
2127,2128,2128. phlegmatic numbness,100.0,SC62,Numbness disorder (TM1),51.96,,,,,,,,,,,,,review,51.96,,
2128,2129,2129. melancholic numbness,100.0,SC62,Numbness disorder (TM1),52.6,,,,,,,,,,,,,review,52.6,,
2128,2129,2129. melancholic numbness,100.0,SC62,Numbness disorder (TM1),52.6,,,,,,,,,,,,,review,52.6,,
2129,2130,2130. gaseous numbness,100.0,SC62,Numbness disorder (TM1),53.52,XM05Z8,Anaesthetic gaseous,53.45,,,,,,,,,,review,53.52,,
2129,2130,2130. gaseous numbness,100.0,SC62,Numbness disorder (TM1),53.52,XM05Z8,Anaesthetic gaseous,53.45,,,,,,,,,,review,53.52,,
2130,2131,2131. numbness due to dryness,100.0,SC62,Numbness disorder (TM1),60.24,,,,,,,,,,,,,review,60.24,,
2130,2131,2131. numbness due to dryness,100.0,SC62,Numbness disorder (TM1),60.24,,,,,,,,,,,,,review,60.24,,
2150,2151,2151.infantile earache,100.0,ED80.6,Infantile acne,79.59,XH7M44,Desmoplastic infantile astrocytoma,70.53,EA80.0,"Infantile atopic dermatitis, impetiginised",70.24,DD93.1,Infantile colic,70.17,XH6TQ7,Desmoplastic infantile ganglioglioma,69.68,review,69.04,,
2151,2152,2152.Tinnitus due to phlegm,100.0,MC41,Tinnitus,90.81,SC75,Tinnitus disorder (TM1),58.03,SD21,Tinnitus disorder (TM1),58.03,SD95,Flowing phlegm disorder (TM1),50.32,,,,review,58.03,,
2152,2153,2153.Tinnitus due to gases,100.0,MC41,Tinnitus,90.88,SC75,Tinnitus disorder (TM1),58.48,SD21,Tinnitus disorder (TM1),58.48,,,,,,,review,58.48,,
2155,2156,2156. tinnitus due to dryness,100.0,MC41,Tinnitus,90.74,SC75,Tinnitus disorder (TM1),60.24,SD21,Tinnitus disorder (TM1),60.24,,,,,,,review,60.24,,
2158,2159,2159. bilious parotitis,100.0,KD3C.0,Bilious vomiting of newborn,52.29,,,,,,,,,,,,,review,52.29,,
2163,2164,2164. bilious coryza,100.0,KD3C.0,Bilious vomiting of newborn,52.08,,,,,,,,,,,,,review,52.08,,
2170,2171,2171.sanguineous nasal polyps,100.0,CA0J,Nasal polyp,72.99,,,,,,,,,,,,,related-to,72.99,,
2171,2172,2172. phlegmatic nasal polyps,100.0,CA0J,Nasal polyp,71.88,,,,,,,,,,,,,related-to,71.88,,
2172,2173,2173.melancholic nasal polyps,100.0,CA0J,Nasal polyp,72.99,,,,,,,,,,,,,related-to,72.99,,
2191,2192,2192. hypernasal speech,100.0,QB95.5,Speech therapy,72.06,6A01.0,specific speech articulation disorder,64.96,MA81,Developmental speech or language disorders,64.61,MA80,Developmental speech or language disorders,64.61,6E60.0,Secondary speech or language syndrome,64.54,related-to,72.06,,
2204,2205,2205.sanguineous palpitation,100.0,SA11,Spontaneous palpitation disorder (TM1),61.54,SA10,Inducible palpitation disorder (TM1),55.62,,,,,,,,,,review,61.54,,
2204,2205,2205.sanguineous palpitation,100.0,SA11,Spontaneous palpitation disorder (TM1),61.54,SA10,Inducible palpitation disorder (TM1),55.62,,,,,,,,,,review,61.54,,
2205,2206,2206. bilious palpitation,100.0,SA11,Spontaneous palpitation disorder (TM1),71.87,SA10,Inducible palpitation disorder (TM1),62.02,KD3C.0,Bilious vomiting of newborn,51.46,,,,,,,related-to,71.87,,
2205,2206,2206. bilious palpitation,100.0,SA11,Spontaneous palpitation disorder (TM1),71.87,SA10,Inducible palpitation disorder (TM1),62.02,KD3C.0,Bilious vomiting of newborn,51.46,,,,,,,related-to,71.87,,
2206,2207,2207. phlegmatic palpitation,100.0,SA10,Fright palpitation disorder (TM1),56.79,SA11,Spontaneous palpitation disorder (TM1),56.49,,,,,,,,,,review,56.79,,
2206,2207,2207. phlegmatic palpitation,100.0,SA10,Fright palpitation disorder (TM1),56.79,SA11,Spontaneous palpitation disorder (TM1),56.49,,,,,,,,,,review,56.79,,
2207,2208,2208. melancholic palpitation,100.0,SA10,Inducible palpitation disorder (TM1),55.97,SA11,Spontaneous palpitation disorder (TM1),55.18,,,,,,,,,,review,55.97,,
2207,2208,2208. melancholic palpitation,100.0,SA10,Inducible palpitation disorder (TM1),55.97,SA11,Spontaneous palpitation disorder (TM1),55.18,,,,,,,,,,review,55.97,,
2218,2219,2219. hiccough due to predominance of heat in the stomach,100.0,MD11.6,Hiccough,89.79,XA7MC7,Stomach,85.26,SF7F,Stomach heat pattern (TM1),73.56,,,,,,,related-to,73.56,,
2229,2230,2230. cold morbid temperament of liver,100.0,XA5DY0,Liver,86.55,SF5C,Liver cold pattern (TM1),72.75,,,,,,,,,,related-to,72.75,,
2234,2235,2235.joundice due to poisoning,95.83,8D43.5,Cassava poisoning,73.71,,,,,,,,,,,,,related-to,73.71,,
2245,2246,2246. false dysentery,100.0,XE2K0,False alarm,70.74,SA56,Dysentery disorder (TM1),59.5,XE2E8,False negative result,51.07,XE9K2,False positive result,50.72,,,,review,59.5,,
2245,2246,2246. false dysentery,100.0,XE2K0,False alarm,70.74,SA56,Dysentery disorder (TM1),59.5,XE2E8,False negative result,51.07,XE9K2,False positive result,50.72,,,,related-to,70.74,,
2246,2247,2247. true dysentery,100.0,SA56,Dysentery disorder (TM1),62.95,XH46Q0,True histiocytic lymphoma,39.27,,,,,,,,,,review,62.95,,
2246,2247,2247. true dysentery,100.0,SA56,Dysentery disorder (TM1),62.95,XH46Q0,True histiocytic lymphoma,39.27,,,,,,,,,,review,62.95,,
2247,2248,2248. bilious dysentery,100.0,SA56,Dysentery disorder (TM1),55.75,KD3C.0,Bilious vomiting of newborn,48.27,,,,,,,,,,review,55.75,,
2247,2248,2248. bilious dysentery,100.0,SA56,Dysentery disorder (TM1),55.75,KD3C.0,Bilious vomiting of newborn,48.27,,,,,,,,,,review,55.75,,
2248,2249,2249. phlegmatic dysentery,100.0,SA56,Dysentery disorder (TM1),55.87,,,,,,,,,,,,,review,55.87,,
2248,2249,2249. phlegmatic dysentery,100.0,SA56,Dysentery disorder (TM1),55.87,,,,,,,,,,,,,review,55.87,,
225,224,224.Strabismus / Squint,100.0,9C80.5,Mechanical strabismus due to adhesions,73.36,9C80.2,Vertical or torsional strabismus,71.48,9C80.3,Intermittent strabismus,62.47,9C80,Non paralytic strabismus,62.3,,,,related-to,73.36,,
2250,2251,2251. bilious tensmus,97.86,KD3C.0,Bilious vomiting of newborn,51.45,,,,,,,,,,,,,review,51.45,,
226,225,225.Night blindness / Nyctalopia,100.0,9D90.6,Blindness,88.61,SC70,Night blindness disorder (TM1),67.12,5B55.0,Vitamin A deficiency with night blindness,63.0,,,,,,,review,67.12,,
2270,2271,2271. bleeding piles,100.0,DA26.00,BOV - [bleeding oesophageal varices],73.04,GA21,Nonmenstrual bleeding disorders,70.95,GA20.20,regular intermenstrual bleeding,70.45,DA26.01,Oesophageal varices without bleeding in schistosomiasis,70.33,GA20.11,Infrequent menstrual bleeding,69.85,related-to,73.04,,
2312,2313,2313.Cutaneous horn,100.0,EE20,Acute cutaneous distension syndrome,73.32,1F2J.1,Fixed cutaneous sporotrichosis,73.28,KA83.8,Neonatal cutaneous haemorrhage,73.24,EL51,"Cutaneous flap necrosis, total",72.92,EB12.0,Cutaneous erythema multiforme,72.92,related-to,73.32,,
2324,2325,2325.Scrotal hydrocele,100.0,KC00,Congenital hydrocele,71.13,BD75.1,Scrotal varicocele,69.71,GB00.0,cyst of hydrocele,68.25,GB00.1,Infected hydrocele,63.8,GB00,Hydrocele or spermatocele,62.17,related-to,71.13,,
2328,2329,2329.Cold morbid temperament of uterus,100.0,XA99N3,Uterus,83.8,SF9C,Cold congealment in the uterus pattern (TM1),52.93,,,,,,,,,,review,52.93,,
2337,2338,2338.Hard mastitis,100.0,KA65.3,Neonatal infectious mastitis,70.34,EH92.00,Hard corn,69.57,XA4527,Hard palate,68.74,XM3AW0,Hard metal dust,54.72,LA42.0,Cleft hard palate,49.34,related-to,70.34,,
2340,2341,2341.Hard metritis,100.0,EH92.00,Hard corn,71.12,XA4527,Hard palate,67.79,XM3AW0,Hard metal dust,56.24,LA42.0,Hard palate perforation,49.43,XE7M5,"Puck, hard ball",46.3,related-to,71.12,,
2341,2342,2342.Uterine abscess,100.0,9A01.1,lid abscess,78.6,DB70.00,anus abscess,77.82,DA09.62,apex abscess,76.71,DA09.2,Pulp abscess,76.71,GB59,renal abscess,76.53,review,68.11,,
2359,2360,2360.Debility of organs,100.0,1B12,Tuberculosis of other systems and organs,69.84,XA75A2,Other specified parts of male genital organs,69.59,XA2GU7,Other specified parts of female genital organs,69.48,NE02,burn and corrosion of other internal organs,69.26,KA84.4,Haemolytic disease due to disease of other neonatal organs,69.0,review,69.84,,
2361,2362,2362.General disability,91.62,XD4U38,General purpose electrocardiographs,65.57,QA00.3,general psychiatric examination,50.35,,,,,,,,,,review,65.57,,
2375,2376,2376.Alcoholism disorder,100.0,XM6U34,Alcohol,71.58,,,,,,,,,,,,,related-to,71.58,,
2379,2380,2380.Labour Fatigue,100.0,MG22,Fatigue,84.77,8E49,Fatigue,84.77,JB03,Long labour,74.64,FA72.3,"fatigue fracture of vertebra, site unspecified",68.12,SD91,Fatigue consumption disorder (TM1),67.92,review,67.92,,
2380,2381,2381.Tension fatigue,100.0,MG22,Fatigue,83.8,8E49,Fatigue,83.8,SD91,Fatigue consumption disorder (TM1),69.46,NF01.3,transient effects of heat fatigue,69.28,CB21.0,Spontaneous tension pneumothorax,67.25,review,69.46,,
2382,2383,2383.Ulcerous fatigue,100.0,MG22,Fatigue,84.71,8E49,Fatigue,84.71,SD91,Fatigue consumption disorder (TM1),67.42,NF01.3,transient effects of heat fatigue,67.06,FA72.3,"fatigue fracture of vertebra, site unspecified",66.76,review,67.42,,
2383,2384,2384.Inflammatory fatigue,100.0,MG22,Fatigue,83.71,8E49,Fatigue,83.71,GA01.1,Chronic inflammatory disease of uterus,74.02,8E40.2,Inflammatory meningitis due to certain specified cause,73.18,GA01.11,Chronic inflammatory disease of uterus with pyometra,73.08,review,62.04,,
2384,2385,2385.Pain,100.0,MD30.1,Other chest pain,72.47,ME81,Other chest pain,72.47,MD30.0,Chest pain on breathing,71.83,SE32,Growth pain disorder (TM1),71.77,XS5B,No pain,71.68,related-to,71.77,,
2384,2385,2385.Pain,100.0,MD30.1,Other chest pain,72.47,ME81,Other chest pain,72.47,MD30.0,Chest pain on breathing,71.83,SE32,Growth pain disorder (TM1),71.77,XS5B,No pain,71.68,related-to,72.47,,
2385,2386,2386.Itching pain,100.0,VV12,aching pain,77.55,XS5B,No pain,74.63,MD30.1,Rib pain,71.71,ME82,joint pain,71.11,MG30.02,Acute pain,69.7,review,62.73,,
2386,2387,2387.Rough pain,100.0,ME84.2,Loin pain,72.68,VV12,dull pain,72.68,ME84.0,neck pain,72.61,XS5D,Mild pain,72.61,MG30.02,Acute pain,70.7,review,65.85,,
2386,2387,2387.Rough pain,100.0,ME84.2,Loin pain,72.68,VV12,dull pain,72.68,ME84.0,neck pain,72.61,XS5D,Mild pain,72.61,MG30.02,Acute pain,70.7,related-to,72.68,,
2387,2388,2388.Pricking pain,100.0,XS5B,No pain,75.89,MD30.1,Rib pain,73.47,VV12,aching pain,72.69,ME84.0,neck pain,71.12,XS5D,Mild pain,70.9,review,61.69,,
2389,2390,2390.Stretching pain,100.0,VV12,aching pain,75.21,XS5B,No pain,74.45,MD30.1,Rib pain,71.47,ME84.0,neck pain,70.72,MG30.02,Acute pain,70.03,review,63.85,,
239,238,238.Blephritis / Tarsitis,97.44,XM4C94,Tar,57.76,,,,,,,,,,,,,review,57.76,,
2390,2391,2391.Tearing pain,100.0,XS5B,No pain,75.97,VV12,aching pain,75.14,MD30.1,Rib pain,73.38,MC86,heart pain,72.45,XS5D,Mild pain,71.21,review,61.72,,
2391,2392,2392.Breaking pain,100.0,XS5B,No pain,75.89,VV12,burning pain,75.07,MD30.1,Rib pain,74.59,ME84.0,neck pain,71.12,XS5D,Mild pain,71.12,review,62.04,,
2392,2393,2393.Lose pain,96.97,MD30.1,Rib pain,75.02,ME84.2,Loin pain,74.25,VV12,dull pain,72.87,XS5D,Mild pain,72.87,ME84.0,neck pain,72.76,review,64.52,,
2393,2394,2394.Boring pain,100.0,ME84.2,Loin pain,75.13,XS5B,No pain,74.41,ME82,joint pain,73.68,VV12,burning pain,72.2,MD30.1,Rib pain,72.06,review,64.06,,
2394,2395,2395.Piercing pain,100.0,XS5B,No pain,75.89,MD30.1,Rib pain,73.47,VV12,aching pain,72.69,ME84.0,neck pain,71.12,XS5D,Mild pain,70.9,review,63.67,,
2395,2396,2396.Benumbing pain,100.0,VV12,burning pain,75.87,XS5B,No pain,74.14,ME84.0,neck pain,70.8,MD30.1,Rib pain,69.88,ME84.2,Loin pain,69.38,review,60.73,,
2396,2397,2397.Heavy pain,100.0,MC86,heart pain,74.76,XS5B,No pain,73.39,ME84.0,neck pain,71.57,ME84.2,Loin pain,71.27,VV12,dull pain,71.27,review,62.08,,
2396,2397,2397.Heavy pain,100.0,MC86,heart pain,74.76,XS5B,No pain,73.39,ME84.0,neck pain,71.57,ME84.2,Loin pain,71.27,VV12,dull pain,71.27,related-to,74.76,,
2397,2398,2398.Fatigue pain,100.0,MG22,Fatigue,91.58,8E49,Fatigue,91.58,XS5B,No pain,74.63,MG30.02,Acute pain,71.85,MG30.0,Acute pain,71.85,review,69.99,,
2398,2399,2399. irritating pain,90.76,XS5B,No pain,74.07,MD30.1,Rib pain,73.25,VV12,stabbing pain,72.15,XS2E,Pain intensity rating NRS: 7-10,70.61,GA34.6,Ovarian pain,69.87,review,61.68,,
2398,2399,2399. irritating pain,90.76,XS5B,No pain,74.07,MD30.1,Rib pain,73.25,VV12,stabbing pain,72.15,XS2E,Pain intensity rating NRS: 7-10,70.61,GA34.6,Ovarian pain,69.87,related-to,74.07,,
2406,2407,2407.Pattern of disorders in the last stage of pregnancy,97.51,XT0S,Pregnancy,86.21,SG65,Late yin stage pattern (TM1),73.5,SG63,Early yin stage pattern (TM1),72.4,SG64,Middle yin stage pattern (TM1),72.36,SG62,Late yang stage pattern (TM1),72.21,related-to,73.5,,
2414,2415,2415.Thickening of body fluids,100.0,XA06R8,Body fluid,69.06,,,,,,,,,,,,,review,69.06,,
2415,2416,2416.Thinning of body fluids,100.0,XA06R8,Body fluid,69.02,,,,,,,,,,,,,review,69.02,,
2416,2417,2417. morbid body fluids,100.0,XA06R8,Body fluid,71.9,,,,,,,,,,,,,related-to,71.9,,
2418,2419,2419. abnormal thinking,100.0,LA81,Abnormal ventricular relationships,68.88,ED64,Abnormal skin pigmentation without specification of type or cause.,67.78,MF66.0,abnormal cervical Papanicolaou smear,67.59,ME66.5,Complaint that sweating is abnormal (most commonly that it is increased) without sufficient evidence to make a specific diagnosis.,66.71,MB46,"Abnormal involuntary movements include abnormal head movements, tremor, cramp, spasm, fasciculation, and other abnormal involuntary movements",66.52,review,68.88,,
2419,2420,2420. thought ill,95.61,MB25.0,Symptoms and signs of thought disorder,69.7,MB26.12,Thought withdrawal,59.65,MB25.3,Thought blocking,58.99,MB26.11,Thought insertion,58.31,MB26.10,Thought broadcasting,57.78,review,69.7,,
242,241,241. abscess of eyelid,100.0,9A01.1,Abscess of eyelid,94.52,1B75.3,abscess NOS,78.45,DA09.2,Pulp abscess,77.92,DB70.00,Anal abscess,77.08,DA09.62,apex abscess,75.83,review,64.72,,
2420,2421,2421. heaviness in stomach,96.15,XA7MC7,Stomach,81.27,XA1C53,Veins of stomach,74.05,2E60.2,Carcinoma in situ of intraepithelium of stomach,70.27,ND73.2,Mechanical impaction or retention of foreign body in the stomach.,68.7,DA41.1,"Acute dilatation of stomach is a disorder due to acute enlargement of the gastric cavity by over-distention, resulting in the retention of food and the products of digestion in the stomach.",68.63,review,51.27,,
